
18:50:56,25,48
18:53:38,25,49
18:53:43,25,48
18:53:49,25,47
18:53:55,25,47
18:54:01,25,47
18:54:06,25,47
18:54:12,25,47
18:54:19,25,47
18:54:24,25,47
18:54:33,25,47
18:54:39,25,47
18:54:45,25,47
18:54:50,25,47
18:54:57,25,47
18:55:03,25,47
18:55:09,25,47
18:55:15,25,47
18:55:22,25,47
18:55:27,25,47
18:55:33,25,47
18:55:39,25,47
18:55:49,25,47
18:55:54,25,47
18:56:00,25,47
18:56:05,25,47
18:56:11,25,48
18:56:17,25,48
18:56:24,25,48
18:56:30,25,48
18:56:36,25,48
18:56:44,25,48
18:56:50,25,48
18:56:56,25,48
18:57:05,25,48
18:57:10,25,49
18:57:16,25,50
18:57:25,25,49
18:57:30,25,49
18:57:36,25,49
18:57:42,25,49
18:57:48,25,49
18:57:54,25,48
18:58:00,25,49
18:58:06,25,49
18:58:11,25,49
18:58:18,25,48
18:58:25,25,48
18:58:31,25,49
18:58:37,25,49
18:58:45,25,49
18:58:51,25,49
18:58:57,25,49
18:59:06,25,49
18:59:12,25,49
18:59:18,25,49
18:59:25,25,49
18:59:31,25,49
18:59:37,25,49
18:59:42,25,49
18:59:48,25,49
18:59:55,25,49
19:00:01,25,49
19:00:07,25,49
19:00:16,25,49
19:00:22,25,49
19:00:28,25,49
19:00:36,25,49
